,ID,MTS,AMOUNT,PRICE
5,264781065,1530627533757,-4.01262639,37.31
6,264781064,1530627533755,-6.68538786,37.316
7,264781063,1530627533750,-0.5359,37.321
8,264781062,1530627533748,-0.6,37.322
9,264781061,1530627533743,-1.0,37.33
10,264781060,1530627533684,-0.6,37.334
11,264781059,1530627533560,-250.0,37.35
12,264781058,1530627533557,-216.59995898,37.35
13,264781056,1530627532044,-145.987,37.35
14,264781055,1530627532041,-5.0,37.351
15,264781054,1530627530847,15.81294158,37.374
16,264781053,1530627530844,4.18705842,37.374
17,264781015,1530627518472,-1.0,37.35
0,264781198,1530627592019,-0.096,37.266
0,264781408,1530627654155,0.99999999,37.214
1,264781377,1530627636892,1.35877417,37.265
2,264781376,1530627636889,15.0,37.26
3,264781375,1530627636887,36.92,37.259
4,264781374,1530627636884,5.47454846,37.22
5,264781373,1530627636882,89.671,37.219
6,264781372,1530627636880,25.0,37.219
7,264781371,1530627636877,36.92462833,37.219
8,264781370,1530627636447,-88.65104904,37.215
9,264781358,1530627633551,-22.00895096,37.221
10,264781318,1530627625596,-77.99104904,37.221
11,264781234,1530627604366,-29.9187434,37.25
12,264781233,1530627604364,-10.0,37.25
13,264781230,1530627604018,-0.6,37.26
14,264781229,1530627604013,-13.23,37.26
15,264781228,1530627603808,-16.77,37.26
16,264781223,1530627602507,-0.504,37.266
17,264781198,1530627592019,-0.096,37.266
0,264781695,1530627723918,-31.867,37.15
1,264781663,1530627714515,-9.371,37.15
2,264781653,1530627711761,-44.274,37.15
3,264781623,1530627704564,30.0,37.188
4,264781556,1530627682694,-14.513,37.15
5,264781555,1530627682692,-0.6,37.152
6,264781490,1530627671206,-0.47,37.182
7,264781489,1530627671154,-12.53,37.182
8,264781487,1530627670706,-0.6,37.189
9,264781484,1530627670573,-150.0,37.2
10,264781483,1530627670570,-45.20562001,37.2
11,264781481,1530627670396,-11.172,37.2
12,264781479,1530627670375,-19.42638,37.2
13,264781478,1530627670263,-10.17329999,37.2
14,264781477,1530627669881,-8.1537,37.2
15,264781476,1530627669878,-5.869,37.2
16,264781475,1530627669876,-0.6,37.21
17,264781408,1530627654155,0.99999999,37.214
0,264782074,1530627791265,-9.99999989,37.096
1,264782022,1530627787955,-1.1e-07,37.096
2,264782013,1530627785896,2.0,37.124
3,264781861,1530627755549,-0.21902176,37.075
4,264781860,1530627755244,-9.78097824,37.075
5,264781859,1530627755242,-31.5,37.08
6,264781858,1530627755237,-1.0,37.09285803
7,264781856,1530627755233,-0.6,37.097
8,264781855,1530627755117,-500.0,37.1
9,264781852,1530627754735,-0.6,37.113
10,264781851,1530627754729,-10.0,37.128
11,264781850,1530627754727,-0.4,37.137
12,264781849,1530627754573,-443.78688895,37.15
13,264781846,1530627754337,-1.1,37.15
14,264781826,1530627750769,-9.158,37.15
15,264781810,1530627747732,-24.7256,37.15
16,264781809,1530627747487,-53.0,37.15
17,264781762,1530627743184,12.637,37.155
18,264781761,1530627743183,7.363,37.154
19,264781759,1530627740641,-0.5405,37.15
20,264781753,1530627738823,-26.0,37.15
21,264781695,1530627723918,-31.867,37.15
0,264782074,1530627791265,-9.99999989,37.096
0,264782074,1530627791265,-9.99999989,37.096
0,264782074,1530627791265,-9.99999989,37.096
0,264782565,1530627928694,-7.03634144,36.929
1,264782564,1530627928692,-0.6,36.933
2,264782563,1530627928687,-8.0,36.937
3,264782562,1530627928685,-19.63235856,36.941
4,264782561,1530627928683,-7.0873,36.943
5,264782560,1530627928681,-13.644,36.943
6,264782559,1530627928680,-3.0,36.943
7,264782558,1530627928678,-20.0,36.944
8,264782537,1530627923350,-6.0,36.942
9,264782536,1530627923338,-4.0,36.942
10,264782497,1530627908439,-0.4215,36.936
11,264782464,1530627903657,5.92177365,36.988
12,264782463,1530627903651,3.43883669,36.987
13,264782462,1530627903646,9.4908957,36.987
14,264782457,1530627902863,0.6,36.989
15,264782456,1530627902856,6.0,36.988
16,264782440,1530627902288,-9.98416017,36.912
17,264782439,1530627902284,-0.01583983,36.918
18,264782438,1530627902282,-26.97471347,36.918
19,264782437,1530627902280,-22.10057,36.924
20,264782436,1530627902278,-13.49527665,36.928
21,264782435,1530627902276,-13.49527665,36.928
22,264782434,1530627902274,-13.49527665,36.928
23,264782433,1530627902271,-0.6,36.93
